county map,county name,region,county type,elderly percentage,access to doctors,uninsured rate,diabetes rate,cardiovascular disease rate,poverty rate,african american population,hispanic population,covid risk index score,social vulnerability rank score,covid risk index,social vulnerability rank
19145, Page  (IA) ,midwest,rural,high elderly percentage,low access to doctors,very low uninsured rate,high diabetes rate,very low cardiovascular disease rate,moderate poverty rate,medium african american population,medium hispanic population,0.366125,0.400031837,low covid risk index,low social vulnerability rank
19123, Mahaska  (IA) ,midwest,rural,moderate elderly percentage,low access to doctors,very low uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,low poverty rate,medium african american population,low hispanic population,0.366444,0.420566698,low covid risk index,low social vulnerability rank
53043, Lincoln  (WA) ,pacific,rural,very high elderly percentage,high access to doctors,very low uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,medium hispanic population,0.366762,0.438077046,low covid risk index,low social vulnerability rank
47141, Putnam  (TN) ,southeast,rural,low elderly percentage,low access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,medium african american population,high hispanic population,0.367081,0.463811949,low covid risk index,moderate social vulnerability rank
16037, Custer  (ID) ,rockies,rural,very high elderly percentage,None,high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,medium hispanic population,0.367399,0.482012098,low covid risk index,moderate social vulnerability rank
50019, Orleans  (VT) ,northeast,rural,very high elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.367717,0.484559058,low covid risk index,moderate social vulnerability rank
48009, Archer  (TX) ,southwest,small city,high elderly percentage,None,very high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.368036,0.381619442,low covid risk index,low social vulnerability rank
28039, George  (MS) ,southeast,rural,very low elderly percentage,high access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.368354,0.461318052,low covid risk index,moderate social vulnerability rank
36083, Rensselaer  (NY) ,northeast,small city,low elderly percentage,moderate access to doctors,very low uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,high african american population,medium hispanic population,0.368672,0.396582829,low covid risk index,low social vulnerability rank
21235, Whitley  (KY) ,southeast,rural,low elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.368991,0.501220418,low covid risk index,moderate social vulnerability rank
51760, Richmond City  (VA) ,southeast,urban,very low elderly percentage,very low access to doctors,high uninsured rate,high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.369309,0.467844636,low covid risk index,moderate social vulnerability rank
31053, Dodge  (NE) ,midwest,rural,moderate elderly percentage,low access to doctors,moderate uninsured rate,moderate diabetes rate,low cardiovascular disease rate,very low poverty rate,low african american population,high hispanic population,0.369628,0.459832325,low covid risk index,moderate social vulnerability rank
39029, Columbiana  (OH) ,midwest,rural,high elderly percentage,moderate access to doctors,low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,moderate poverty rate,medium african american population,very low hispanic population,0.369946,0.428791255,low covid risk index,low social vulnerability rank
41025, Harney  (OR) ,pacific,rural,very high elderly percentage,low access to doctors,moderate uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,moderate poverty rate,low african american population,medium hispanic population,0.370264,0.545633026,low covid risk index,high social vulnerability rank
29037, Cass  (MO) ,midwest,suburban,low elderly percentage,very high access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,very low poverty rate,medium african american population,medium hispanic population,0.370583,0.378754112,low covid risk index,low social vulnerability rank
16013, Blaine  (ID) ,rockies,rural,moderate elderly percentage,very low access to doctors,very high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,very high hispanic population,0.370901,0.406346174,low covid risk index,low social vulnerability rank
29007, Audrain  (MO) ,midwest,rural,low elderly percentage,moderate access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.371219,0.445399554,low covid risk index,low social vulnerability rank
53057, Skagit  (WA) ,pacific,small city,high elderly percentage,very low access to doctors,low uninsured rate,low diabetes rate,low cardiovascular disease rate,very low poverty rate,low african american population,very high hispanic population,0.371538,0.467579327,low covid risk index,moderate social vulnerability rank
20043, Doniphan  (KS) ,midwest,small city,moderate elderly percentage,high access to doctors,moderate uninsured rate,low diabetes rate,low cardiovascular disease rate,moderate poverty rate,high african american population,low hispanic population,0.371856,0.420460575,low covid risk index,low social vulnerability rank
54053, Mason  (WV) ,southeast,rural,high elderly percentage,moderate access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,very low african american population,very low hispanic population,0.372174,0.482595776,low covid risk index,moderate social vulnerability rank
34007, Camden  (NJ) ,northeast,suburban,low elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,moderate poverty rate,None,very high hispanic population,0.372493,0.41515441,low covid risk index,low social vulnerability rank
28059, Jackson  (MS) ,southeast,small city,low elderly percentage,moderate access to doctors,high uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,high hispanic population,0.372811,0.466836464,low covid risk index,moderate social vulnerability rank
38061, Mountrail  (ND) ,midwest,rural,very low elderly percentage,high access to doctors,high uninsured rate,moderate diabetes rate,low cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.37313,0.456330256,low covid risk index,moderate social vulnerability rank
48029, Bexar  (TX) ,southwest,urban,very low elderly percentage,low access to doctors,very high uninsured rate,low diabetes rate,low cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.373448,0.422317733,low covid risk index,low social vulnerability rank
17179, Tazewell  (IL) ,midwest,small city,moderate elderly percentage,moderate access to doctors,very low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,medium african american population,low hispanic population,0.373766,0.365541759,low covid risk index,low social vulnerability rank
19035, Cherokee  (IA) ,midwest,rural,very high elderly percentage,low access to doctors,very low uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,very low poverty rate,medium african american population,very low hispanic population,0.374085,0.409901306,low covid risk index,low social vulnerability rank
49023, Juab  (UT) ,rockies,small city,very low elderly percentage,low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,medium hispanic population,0.374403,0.473628356,low covid risk index,moderate social vulnerability rank
45041, Florence  (SC) ,southeast,small city,low elderly percentage,very low access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,low hispanic population,0.374721,0.506473522,low covid risk index,moderate social vulnerability rank
39033, Crawford  (OH) ,midwest,rural,high elderly percentage,high access to doctors,low uninsured rate,low diabetes rate,low cardiovascular disease rate,moderate poverty rate,low african american population,very low hispanic population,0.37504,0.402631858,low covid risk index,low social vulnerability rank
25013, Hampden  (MA) ,northeast,small city,low elderly percentage,low access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.375358,0.448742439,low covid risk index,low social vulnerability rank
1003, Baldwin  (AL) ,southeast,small city,high elderly percentage,low access to doctors,moderate uninsured rate,low diabetes rate,moderate cardiovascular disease rate,very low poverty rate,high african american population,medium hispanic population,0.375677,0.393239945,low covid risk index,low social vulnerability rank
18147, Spencer  (IN) ,midwest,rural,moderate elderly percentage,high access to doctors,low uninsured rate,very low diabetes rate,high cardiovascular disease rate,very low poverty rate,low african american population,low hispanic population,0.375995,0.372970392,low covid risk index,low social vulnerability rank
45077, Pickens  (SC) ,southeast,small city,low elderly percentage,low access to doctors,high uninsured rate,moderate diabetes rate,low cardiovascular disease rate,high poverty rate,high african american population,medium hispanic population,0.376313,0.448264884,low covid risk index,low social vulnerability rank
51163, Rockbridge  (VA) ,southeast,rural,very high elderly percentage,very low access to doctors,moderate uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.376632,0.399766529,low covid risk index,low social vulnerability rank
53007, Chelan  (WA) ,pacific,small city,moderate elderly percentage,very low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,very high hispanic population,0.37695,0.503130638,low covid risk index,moderate social vulnerability rank
48355, Nueces  (TX) ,southwest,small city,very low elderly percentage,very low access to doctors,very high uninsured rate,high diabetes rate,moderate cardiovascular disease rate,high poverty rate,medium african american population,very high hispanic population,0.377268,0.432240263,low covid risk index,low social vulnerability rank
34023, Middlesex  (NJ) ,northeast,suburban,very low elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,very low poverty rate,high african american population,very high hispanic population,0.377587,0.416480951,low covid risk index,low social vulnerability rank
19117, Lucas  (IA) ,midwest,rural,high elderly percentage,low access to doctors,very low uninsured rate,very high diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,very low hispanic population,0.377905,0.423697337,low covid risk index,low social vulnerability rank
29073, Gasconade  (MO) ,midwest,rural,very high elderly percentage,moderate access to doctors,moderate uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.378223,0.377162263,low covid risk index,low social vulnerability rank
19039, Clarke  (IA) ,midwest,rural,moderate elderly percentage,high access to doctors,very low uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,high hispanic population,0.378542,0.466730341,low covid risk index,moderate social vulnerability rank
39093, Lorain  (OH) ,midwest,suburban,moderate elderly percentage,moderate access to doctors,very low uninsured rate,high diabetes rate,very high cardiovascular disease rate,moderate poverty rate,high african american population,high hispanic population,0.37886,0.413933992,low covid risk index,low social vulnerability rank
42117, Tioga  (PA) ,northeast,rural,high elderly percentage,moderate access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,low african american population,very low hispanic population,0.379179,0.453836358,low covid risk index,moderate social vulnerability rank
17119, Madison  (IL) ,midwest,suburban,low elderly percentage,moderate access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,low hispanic population,0.379497,0.378064311,low covid risk index,low social vulnerability rank
26049, Genesee  (MI) ,midwest,small city,low elderly percentage,very low access to doctors,very low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.379815,0.416056458,low covid risk index,low social vulnerability rank
6063, Plumas  (CA) ,pacific,rural,very high elderly percentage,very low access to doctors,low uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.380134,0.436485196,low covid risk index,low social vulnerability rank
35009, Curry  (NM) ,southwest,rural,very low elderly percentage,moderate access to doctors,moderate uninsured rate,very low diabetes rate,low cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.380452,0.485142736,low covid risk index,moderate social vulnerability rank
39051, Fulton  (OH) ,midwest,small city,low elderly percentage,high access to doctors,very low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,very low african american population,high hispanic population,0.38077,0.419876897,low covid risk index,low social vulnerability rank
18097, Marion  (IN) ,midwest,urban,very low elderly percentage,very low access to doctors,moderate uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,None,high hispanic population,0.381089,0.441632177,low covid risk index,low social vulnerability rank
5031, Craighead  (AR) ,southeast,small city,very low elderly percentage,very low access to doctors,low uninsured rate,very high diabetes rate,high cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.381407,0.510347023,low covid risk index,moderate social vulnerability rank
51840, Winchester  (VA) ,southeast,small city,low elderly percentage,very low access to doctors,high uninsured rate,very low diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,very high hispanic population,0.381726,0.477661042,low covid risk index,moderate social vulnerability rank
21167, Mercer  (KY) ,southeast,rural,moderate elderly percentage,very high access to doctors,very low uninsured rate,high diabetes rate,low cardiovascular disease rate,low poverty rate,high african american population,low hispanic population,0.382044,0.414782978,low covid risk index,low social vulnerability rank
20145, Pawnee  (KS) ,midwest,rural,high elderly percentage,very low access to doctors,low uninsured rate,high diabetes rate,low cardiovascular disease rate,moderate poverty rate,high african american population,high hispanic population,0.382362,0.441685239,low covid risk index,low social vulnerability rank
31087, Hitchcock  (NE) ,midwest,rural,very high elderly percentage,None,high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,very low hispanic population,0.382681,0.483179454,low covid risk index,moderate social vulnerability rank
42019, Butler  (PA) ,northeast,suburban,moderate elderly percentage,low access to doctors,very low uninsured rate,low diabetes rate,moderate cardiovascular disease rate,very low poverty rate,low african american population,very low hispanic population,0.382999,0.359704977,low covid risk index,low social vulnerability rank
27107, Norman  (MN) ,midwest,rural,high elderly percentage,None,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,very low african american population,medium hispanic population,0.383317,0.453305741,low covid risk index,moderate social vulnerability rank
36121, Wyoming  (NY) ,northeast,rural,low elderly percentage,high access to doctors,very low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,high african american population,medium hispanic population,0.383636,0.394460363,low covid risk index,low social vulnerability rank
39081, Jefferson  (OH) ,midwest,small city,high elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,very low hispanic population,0.383954,0.429640242,low covid risk index,low social vulnerability rank
22005, Ascension  (LA) ,southeast,small city,very low elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,moderate cardiovascular disease rate,low poverty rate,None,medium hispanic population,0.384273,0.413987053,low covid risk index,low social vulnerability rank
48149, Fayette  (TX) ,southwest,rural,very high elderly percentage,high access to doctors,very high uninsured rate,high diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,very high hispanic population,0.384591,0.449803672,low covid risk index,low social vulnerability rank
24043, Washington  (MD) ,southeast,small city,low elderly percentage,low access to doctors,very low uninsured rate,high diabetes rate,moderate cardiovascular disease rate,low poverty rate,high african american population,medium hispanic population,0.384909,0.476652871,low covid risk index,moderate social vulnerability rank
51019, Bedford County  (VA) ,southeast,small city,high elderly percentage,low access to doctors,moderate uninsured rate,high diabetes rate,moderate cardiovascular disease rate,low poverty rate,high african american population,low hispanic population,0.385228,0.370052,low covid risk index,low social vulnerability rank
8045, Garfield  (CO) ,rockies,rural,very low elderly percentage,very low access to doctors,high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,very high hispanic population,0.385546,0.471771198,low covid risk index,moderate social vulnerability rank
21107, Hopkins  (KY) ,southeast,rural,moderate elderly percentage,very low access to doctors,very low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.385864,0.473893664,low covid risk index,moderate social vulnerability rank
8115, Sedgwick  (CO) ,rockies,rural,very high elderly percentage,moderate access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,medium african american population,very high hispanic population,0.386183,0.564788284,low covid risk index,high social vulnerability rank
8065, Lake  (CO) ,rockies,rural,very low elderly percentage,very low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,very high hispanic population,0.386501,0.528547172,low covid risk index,moderate social vulnerability rank
16041, Franklin  (ID) ,rockies,small city,very low elderly percentage,high access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,high hispanic population,0.386819,0.428738194,low covid risk index,low social vulnerability rank
39125, Paulding  (OH) ,midwest,rural,moderate elderly percentage,very high access to doctors,low uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,low african american population,medium hispanic population,0.387138,0.442321978,low covid risk index,low social vulnerability rank
40051, Grady  (OK) ,southwest,suburban,low elderly percentage,high access to doctors,high uninsured rate,high diabetes rate,moderate cardiovascular disease rate,very low poverty rate,medium african american population,medium hispanic population,0.387456,0.434734161,low covid risk index,low social vulnerability rank
31107, Knox  (NE) ,midwest,rural,very high elderly percentage,moderate access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,low hispanic population,0.387775,0.504775549,low covid risk index,moderate social vulnerability rank
6067, Sacramento  (CA) ,pacific,urban,very low elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,low cardiovascular disease rate,moderate poverty rate,high african american population,very high hispanic population,0.388093,0.432399448,low covid risk index,low social vulnerability rank
41019, Douglas  (OR) ,pacific,rural,very high elderly percentage,low access to doctors,low uninsured rate,high diabetes rate,low cardiovascular disease rate,moderate poverty rate,very low african american population,medium hispanic population,0.388411,0.534861509,low covid risk index,moderate social vulnerability rank
12089, Nassau  (FL) ,southeast,suburban,high elderly percentage,moderate access to doctors,high uninsured rate,low diabetes rate,high cardiovascular disease rate,low poverty rate,high african american population,medium hispanic population,0.38873,0.405868619,low covid risk index,low social vulnerability rank
18047, Franklin  (IN) ,midwest,rural,low elderly percentage,very low access to doctors,low uninsured rate,low diabetes rate,low cardiovascular disease rate,very low poverty rate,very low african american population,very low hispanic population,0.389048,0.384166402,low covid risk index,low social vulnerability rank
47035, Cumberland  (TN) ,southeast,rural,very high elderly percentage,low access to doctors,high uninsured rate,high diabetes rate,high cardiovascular disease rate,moderate poverty rate,low african american population,low hispanic population,0.389366,0.466889526,low covid risk index,moderate social vulnerability rank
12081, Manatee  (FL) ,southeast,small city,very high elderly percentage,low access to doctors,very high uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,high african american population,very high hispanic population,0.389685,0.409158442,low covid risk index,low social vulnerability rank
37067, Forsyth  (NC) ,southeast,small city,low elderly percentage,very low access to doctors,high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,high poverty rate,None,high hispanic population,0.390003,0.408946196,low covid risk index,low social vulnerability rank
24033, Prince George's  (MD) ,southeast,suburban,very low elderly percentage,moderate access to doctors,moderate uninsured rate,high diabetes rate,moderate cardiovascular disease rate,very low poverty rate,None,very high hispanic population,0.390322,0.400933885,low covid risk index,low social vulnerability rank
41057, Tillamook  (OR) ,pacific,rural,very high elderly percentage,low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,high hispanic population,0.39064,0.517775656,low covid risk index,moderate social vulnerability rank
6035, Lassen  (CA) ,pacific,rural,very low elderly percentage,high access to doctors,very low uninsured rate,very high diabetes rate,very low cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.390958,0.47086915,low covid risk index,moderate social vulnerability rank
27095, Mille Lacs  (MN) ,midwest,suburban,moderate elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,low cardiovascular disease rate,low poverty rate,very low african american population,low hispanic population,0.391277,0.480314125,low covid risk index,moderate social vulnerability rank
20127, Morris  (KS) ,midwest,rural,very high elderly percentage,low access to doctors,moderate uninsured rate,high diabetes rate,low cardiovascular disease rate,low poverty rate,very low african american population,medium hispanic population,0.391595,0.444444445,low covid risk index,low social vulnerability rank
18109, Morgan  (IN) ,midwest,suburban,low elderly percentage,moderate access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.391913,0.400986947,low covid risk index,low social vulnerability rank
41011, Coos  (OR) ,pacific,rural,very high elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,high poverty rate,low african american population,high hispanic population,0.392232,0.53809827,low covid risk index,moderate social vulnerability rank
40103, Noble  (OK) ,southwest,rural,moderate elderly percentage,high access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,very low african american population,medium hispanic population,0.39255,0.445346493,low covid risk index,low social vulnerability rank
39035, Cuyahoga  (OH) ,midwest,urban,moderate elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.392869,0.438183169,low covid risk index,low social vulnerability rank
20075, Hamilton  (KS) ,midwest,rural,very low elderly percentage,None,very high uninsured rate,very high diabetes rate,very low cardiovascular disease rate,moderate poverty rate,low african american population,very high hispanic population,0.393187,0.425448371,low covid risk index,low social vulnerability rank
48091, Comal  (TX) ,southwest,suburban,moderate elderly percentage,low access to doctors,high uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,medium african american population,very high hispanic population,0.393505,0.405709434,low covid risk index,low social vulnerability rank
48423, Smith  (TX) ,southwest,small city,low elderly percentage,very low access to doctors,very high uninsured rate,high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,None,very high hispanic population,0.393824,0.479942694,low covid risk index,moderate social vulnerability rank
18081, Johnson  (IN) ,midwest,suburban,very low elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,medium african american population,medium hispanic population,0.394142,0.375092858,low covid risk index,low social vulnerability rank
37063, Durham  (NC) ,southeast,small city,very low elderly percentage,very low access to doctors,high uninsured rate,very low diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,None,high hispanic population,0.39446,0.42412183,low covid risk index,low social vulnerability rank
55051, Iron  (WI) ,midwest,rural,very high elderly percentage,low access to doctors,low uninsured rate,very low diabetes rate,low cardiovascular disease rate,moderate poverty rate,low african american population,very low hispanic population,0.394779,0.450758782,low covid risk index,moderate social vulnerability rank
54067, Nicholas  (WV) ,southeast,rural,high elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,high poverty rate,low african american population,very low hispanic population,0.395097,0.503236761,low covid risk index,moderate social vulnerability rank
21239, Woodford  (KY) ,southeast,small city,moderate elderly percentage,low access to doctors,low uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,high african american population,high hispanic population,0.395415,0.404648201,low covid risk index,low social vulnerability rank
19109, Kossuth  (IA) ,midwest,rural,very high elderly percentage,moderate access to doctors,very low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,low african american population,low hispanic population,0.395734,0.395309349,low covid risk index,low social vulnerability rank
39045, Fairfield  (OH) ,midwest,suburban,low elderly percentage,low access to doctors,very low uninsured rate,low diabetes rate,very high cardiovascular disease rate,very low poverty rate,high african american population,low hispanic population,0.396052,0.37514592,low covid risk index,low social vulnerability rank
19141, O'Brien  (IA) ,midwest,rural,high elderly percentage,low access to doctors,very low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,low african american population,medium hispanic population,0.396371,0.470179349,low covid risk index,moderate social vulnerability rank
15001, Hawaii  (HI) ,noncontiguous,rural,high elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,very low cardiovascular disease rate,high poverty rate,low african american population,high hispanic population,0.396689,0.432187202,low covid risk index,low social vulnerability rank
19099, Jasper  (IA) ,midwest,rural,moderate elderly percentage,high access to doctors,very low uninsured rate,high diabetes rate,low cardiovascular disease rate,very low poverty rate,medium african american population,low hispanic population,0.397007,0.408840072,low covid risk index,low social vulnerability rank
2013, Aleutians East  (AK) ,noncontiguous,rural,very low elderly percentage,None,very high uninsured rate,high diabetes rate,None,moderate poverty rate,medium african american population,high hispanic population,0.397326,0.46190173,low covid risk index,moderate social vulnerability rank
48367, Parker  (TX) ,southwest,suburban,low elderly percentage,moderate access to doctors,high uninsured rate,very low diabetes rate,high cardiovascular disease rate,very low poverty rate,medium african american population,high hispanic population,0.397644,0.389366444,low covid risk index,low social vulnerability rank
47133, Overton  (TN) ,southeast,rural,high elderly percentage,moderate access to doctors,moderate uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,moderate poverty rate,low african american population,very low hispanic population,0.397962,0.432558633,low covid risk index,low social vulnerability rank
2282, Yakutat  (AK) ,noncontiguous,rural,very low elderly percentage,None,very high uninsured rate,very low diabetes rate,None,moderate poverty rate,very low african american population,high hispanic population,0.398281,0.456913934,low covid risk index,moderate social vulnerability rank
45073, Oconee  (SC) ,southeast,rural,very high elderly percentage,moderate access to doctors,high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,high african american population,medium hispanic population,0.398599,0.514804203,low covid risk index,moderate social vulnerability rank
40039, Custer  (OK) ,southwest,rural,very low elderly percentage,low access to doctors,very high uninsured rate,high diabetes rate,low cardiovascular disease rate,high poverty rate,medium african american population,very high hispanic population,0.398918,0.494216279,low covid risk index,moderate social vulnerability rank
54005, Boone  (WV) ,southeast,small city,moderate elderly percentage,high access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.399236,0.504404117,low covid risk index,moderate social vulnerability rank
22033, East Baton Rouge  (LA) ,southeast,small city,very low elderly percentage,very low access to doctors,low uninsured rate,high diabetes rate,moderate cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.399554,0.453199618,low covid risk index,moderate social vulnerability rank
12099, Palm Beach  (FL) ,southeast,suburban,very high elderly percentage,very low access to doctors,very high uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,None,very high hispanic population,0.399873,0.410113552,low covid risk index,low social vulnerability rank
2150, Kodiak Island  (AK) ,noncontiguous,rural,very low elderly percentage,very low access to doctors,very high uninsured rate,low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,high hispanic population,0.400191,0.463758888,moderate covid risk index,moderate social vulnerability rank
5055, Greene  (AR) ,southeast,rural,low elderly percentage,low access to doctors,low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,low hispanic population,0.400509,0.481959036,moderate covid risk index,moderate social vulnerability rank
18085, Kosciusko  (IN) ,midwest,rural,low elderly percentage,high access to doctors,moderate uninsured rate,high diabetes rate,moderate cardiovascular disease rate,very low poverty rate,low african american population,high hispanic population,0.400828,0.435264778,moderate covid risk index,low social vulnerability rank
47183, Weakley  (TN) ,southeast,rural,moderate elderly percentage,low access to doctors,moderate uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,low hispanic population,0.401146,0.470816088,moderate covid risk index,moderate social vulnerability rank
51685, Manassas Park  (VA) ,southeast,suburban,very low elderly percentage,None,very high uninsured rate,very high diabetes rate,None,very low poverty rate,high african american population,very high hispanic population,0.401465,0.411174785,moderate covid risk index,low social vulnerability rank
48011, Armstrong  (TX) ,southwest,small city,high elderly percentage,None,very high uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,very low african american population,high hispanic population,0.401783,0.434097421,moderate covid risk index,low social vulnerability rank
47179, Washington  (TN) ,southeast,small city,moderate elderly percentage,very low access to doctors,moderate uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,medium hispanic population,0.402101,0.448211822,moderate covid risk index,low social vulnerability rank
55119, Taylor  (WI) ,midwest,rural,moderate elderly percentage,high access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,low hispanic population,0.40242,0.446301603,moderate covid risk index,low social vulnerability rank
40093, Major  (OK) ,southwest,rural,high elderly percentage,high access to doctors,very high uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,very low african american population,high hispanic population,0.402738,0.463865011,moderate covid risk index,moderate social vulnerability rank
34031, Passaic  (NJ) ,northeast,suburban,very low elderly percentage,low access to doctors,high uninsured rate,low diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,very high hispanic population,0.403056,0.424334076,moderate covid risk index,low social vulnerability rank
26053, Gogebic  (MI) ,midwest,rural,very high elderly percentage,very low access to doctors,low uninsured rate,high diabetes rate,very low cardiovascular disease rate,high poverty rate,high african american population,very low hispanic population,0.403375,0.453146557,moderate covid risk index,moderate social vulnerability rank
